(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 7.72, 0, 0, 0, 0, 0, 0, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 7.811008, -0.002236977, 1.094881, 0.04094695, 349.2779, 5.835104, 4.225242, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 7.905926, -0.001796242, 1.094667, 0.0410008, 349.4007, 5.839517, 4.164066, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.001754, -0.001607827, 1.094436, 0.04108468, 349.5144, 5.812805, 4.117977, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.112266, -0.001598024, 1.09422, 0.04156669, 349.6229, 5.61014, 4.047796, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.209903, -0.001955803, 1.093971, 0.04233475, 349.7684, 5.221662, 4.071461, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.307139, -0.002691056, 1.09383, 0.04316162, 349.8481, 4.670678, 3.999696, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.404663, -0.003259589, 1.093696, 0.04392611, 349.9412, 4.183676, 3.938434, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.502083, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.61357, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.710461, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.807979, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 8.905569, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.003106, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.100383, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.211366, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.309143, -0.003471933, 1.093645, 0.04421164, 349.9758, 4.001793, 3.915354, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.406302, -0.00455489, 1.09297, 0.04452957, 350.3386, 3.444804, 3.899735, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.504872, -0.01268788, 1.090194, 0.04809985, 352.1704, 356.6739, 2.544951, , 0.17, 1.75, -6.01, 0, 359.2223, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.602602, -0.007642351, 1.08886, 0.04897066, 352.5471, 359.3514, 2.651857, , 0.17, 1.75, -6.01, 0, 358.8329, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.700408, -0.008675165, 1.089335, 0.04741031, 352.4035, 0.8585101, 3.249042, , 0.17, 1.75, -6.01, 0, 358.7974, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.812636, -0.007554624, 1.089808, 0.04690903, 352.0142, 0.7420156, 3.066562, , 0.17, 1.75, -6.01, 0, 358.7974, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 9.909801, -0.006898228, 1.089525, 0.04730418, 352.1217, 0.8765779, 2.972961, , 0.17, 1.75, -6.01, 0, 358.7974, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 10.00678, -0.006397918, 1.08846, 0.04798457, 352.8277, 0.9298799, 2.930941, , 0.17, 1.75, -6.01, 0, 358.7974, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 10.10381, -0.006256267, 1.08638, 0.04900926, 353.8855, 0.7742212, 2.882965, , 0.17, 1.75, -6.01, 0, 358.7974, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 10.20054, -0.006628264, 1.084133, 0.05078968, 355.2684, 0.2360222, 2.909367, , 0.17, 1.75, -6.01, 0, 358.7974, 0)
(9/5/2024 6:08:35 PM, 1, LS1, 1, Head_D_Tutorial, 0, 10.31162, -0.006890114, 1.081519, 0.05340721, 356.8561, 359.6283, 2.552357, , 0.17, 1.75, -6.01, 0, 358.7573, 0)
